ID_TMatrix_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
160,2.06,1.2,1.47,0.36,867.0,25.3,67.0,0.1,b025348c2d96a7b95a38d2a1bc4317d8b7738ad1,2019-07-15 18:55:49,2019-07-15 18:55:49
161,1.88,1.2,1.68,0.28,869.2,24.0,61.0,0.1,6ed79e121e7f301d82efa2d0130cf4affbfd1b4d,2019-07-15 18:55:49,2019-07-15 18:55:49
162,2.24,1.2,1.46,0.57,869.1,30.3,65.0,0.1,d0e707cf1d555ea7ff8834c408fc8e1fe0982e5b,2019-07-15 18:55:49,2019-07-15 18:55:49
163,2.02,1.2,1.57,0.35,866.4,31.3,67.0,0.1,9cbaccc1fbb8e834b88fc4c0271b0be8f09d0fad,2019-07-15 18:55:49,2019-07-15 18:55:49
164,1.87,1.2,1.54,0.38,870.8,28.9,62.0,0.1,71a083cbae3715c18952361c1179687c616f60d9,2019-07-15 18:55:49,2019-07-15 18:55:49
165,1.93,1.2,1.47,0.44,869.9,24.7,71.0,0.1,4a21bdd7f87ca6b5d73aa002629581ff83b010c7,2019-07-15 18:55:49,2019-07-15 18:55:49
166,1.85,1.2,1.49,0.52,870.1,35.0,63.0,0.1,8a98c43dfd84332e414bbd32274aeea0d7085397,2019-07-15 18:55:49,2019-07-15 18:55:49
167,1.93,1.2,1.43,0.29,868.0,24.7,59.0,0.1,29d8e73af07d5fce0fccd4c8da8770faceda5321,2019-07-15 18:55:49,2019-07-15 18:55:49
168,1.87,1.2,1.41,0.29,870.9,24.0,59.0,0.1,5dc3f8ba2a276f1bc156ece2b5a044f52a9e0fc1,2019-07-15 18:55:49,2019-07-15 18:55:49
169,2.08,1.2,1.63,0.2,869.1,32.0,66.0,0.1,6dee3266781ce98af5439daf79b0962c1d12a55d,2019-07-15 18:55:49,2019-07-15 18:55:49
170,2.08,1.2,1.56,0.5,867.6,29.4,63.0,0.1,3b507318e190ca44d85633e206837c71315b3ad5,2019-07-15 18:55:49,2019-07-15 18:55:49
171,1.9,1.2,1.65,0.47,872.6,24.8,68.0,0.1,a65878fda40744b023fea4fe3ef9c86fac20aac5,2019-07-15 18:55:49,2019-07-15 18:55:49
172,1.85,1.2,1.49,0.53,869.4,22.3,68.0,0.1,fa6f4306a826b1790383301fe1e0db9c6be75f4c,2019-07-15 18:55:49,2019-07-15 18:55:49
173,1.95,1.2,1.47,0.33,867.0,27.2,73.0,0.1,250de3bc721fe34485725b3cd15645ce63b74fbe,2019-07-15 18:55:49,2019-07-15 18:55:49
174,1.97,1.2,1.43,0.37,867.9,28.7,64.0,0.1,016e804678895ee9b4ce32645c162b63feee8097,2019-07-15 18:55:49,2019-07-15 18:55:49
175,1.93,1.2,1.63,0.44,870.3,32.7,68.0,0.1,b113797972e25d43900a129194d3bcb2a752b966,2019-07-15 18:55:49,2019-07-15 18:55:49
176,2.08,1.2,1.66,0.42,867.8,36.0,69.0,0.1,5775befa0a617848510643bae90ec6fa8e01ad24,2019-07-15 18:55:49,2019-07-15 18:55:49
177,2.0,1.2,1.6,0.43,869.5,32.7,73.0,0.1,4da3026621fa539f30d8325d09af97a013685a52,2019-07-15 18:55:49,2019-07-15 18:55:49
178,2.08,1.2,1.25,0.48,869.9,25.0,71.0,0.1,18275de1559cba1545cbebfcdbde2974adf8b748,2019-07-15 18:55:49,2019-07-15 18:55:49
179,1.9,1.2,1.71,0.62,868.8,34.6,66.0,0.1,e903469fc2ca0958fc16724b57dccccf0bace372,2019-07-15 18:55:49,2019-07-15 18:55:49
180,1.97,1.2,1.47,0.42,870.8,34.0,62.0,0.1,f9aaf7c04080f742a3365db1ea7a03b0e4823668,2019-07-15 18:55:49,2019-07-15 18:55:49
181,1.9,1.2,1.63,0.47,869.7,23.0,65.0,0.1,d84551885cbb7dddad17e5d5ef2a99c2c49db977,2019-07-15 18:55:49,2019-07-15 18:55:49
182,1.89,1.2,1.63,0.54,870.4,29.2,69.0,0.1,d78840073f1de6e0209f399e7d011b569dda4e8f,2019-07-15 18:55:49,2019-07-15 18:55:49
183,1.92,1.2,1.65,0.48,868.6,22.0,57.0,0.1,52fd61b9005c2e0625dfcfd6f468a527a819e6d6,2019-07-15 18:55:49,2019-07-15 18:55:49
184,1.89,1.2,1.36,0.34,871.6,31.8,66.0,0.1,d0d05aaf8e22387d5e38b006534093c79420ec90,2019-07-15 18:55:49,2019-07-15 18:55:49
185,2.0,1.2,1.42,0.43,870.9,24.5,70.0,0.1,22200bf4e59adb215f5a0d51185b83fd21703d06,2019-07-15 18:55:49,2019-07-15 18:55:49
186,2.04,1.2,1.49,0.49,873.8,33.2,67.0,0.1,5b6d609f3ca261bd739ebd7b0ccdec53cb7d7572,2019-07-15 18:55:49,2019-07-15 18:55:49
187,2.02,1.2,1.57,0.43,870.6,33.6,60.0,0.1,8db3a354be4b4f58702c702e2720091d91f159a8,2019-07-15 18:55:49,2019-07-15 18:55:49
188,1.94,1.2,1.44,0.33,870.0,31.2,63.0,0.1,cbd5ff6b710546843930573846de771ebf363013,2019-07-15 18:55:49,2019-07-15 18:55:49
189,1.88,1.2,1.53,0.53,869.4,20.6,64.0,0.1,2a6ccabd942cc3eececcc7bbe0a87be07b957a74,2019-07-15 18:55:49,2019-07-15 18:55:49
190,1.83,1.2,1.5,0.44,871.3,24.4,68.0,0.1,6af07b1f2dc7da142a210ffee5141295acbbaec0,2019-07-15 18:55:49,2019-07-15 18:55:49
191,2.0,1.2,1.56,0.5,866.3,32.4,66.0,0.1,5b1e1b4f34d701c4a01d32847f90459affc1ba0c,2019-07-15 18:55:49,2019-07-15 18:55:49
192,2.1,1.2,1.54,0.44,868.9,33.3,64.0,0.1,b209f1ecc96c96ed21711f18ca4b64ae5e7c66a6,2019-07-15 18:55:49,2019-07-15 18:55:49
193,1.99,1.2,1.64,0.33,870.4,27.4,66.0,0.1,6bfcb4b3a775f75a0dde2828a3cacc990edb865f,2019-07-15 18:55:49,2019-07-15 18:55:49
194,1.81,1.2,1.5,0.67,868.1,39.3,67.0,0.1,287510fcf4e10065a993c619aea01d61b34a537d,2019-07-15 18:55:49,2019-07-15 18:55:49
195,1.94,1.2,1.47,0.53,869.8,38.0,75.0,0.1,a78ae9d65776f9d8238649fc44f94fa23909b618,2019-07-15 18:55:49,2019-07-15 18:55:49
196,2.04,1.2,1.53,0.42,864.8,31.3,56.0,0.1,baddc2b3b33660d3431748cb94e9bb89f8c775e1,2019-07-15 18:55:49,2019-07-15 18:55:49
197,1.96,1.2,1.51,0.49,867.9,31.4,65.0,0.1,d9ed19ebf7cae9d03d2100b9b533ccd8897b47a5,2019-07-15 18:55:49,2019-07-15 18:55:49
198,1.88,1.2,1.61,0.37,870.0,25.4,69.0,0.1,72f46bbec04394b913e5ff93a247ff55b2096206,2019-07-15 18:55:49,2019-07-15 18:55:49
199,1.98,1.2,1.36,0.44,870.7,30.5,64.0,0.1,0e269c722968c7259a37675398453b3b53449a31,2019-07-15 18:55:49,2019-07-15 18:55:49
200,1.87,1.2,1.39,0.43,867.1,36.2,72.0,0.1,36fe75e7cc33f1864f47ccedb54082f48e9e4f0e,2019-07-15 18:55:49,2019-07-15 18:55:49
201,2.21,1.2,1.48,0.49,866.5,23.8,64.0,0.1,32c6f3f6ea990c37e4b5c406036fabf134ce2f27,2019-07-15 18:55:49,2019-07-15 18:55:49
202,2.11,1.2,1.65,0.61,868.7,22.9,65.0,0.1,c1e82e532498f00c5d6bd48e48e27e30683850ce,2019-07-15 18:55:49,2019-07-15 18:55:49
203,1.98,1.2,1.62,0.4,870.2,30.2,61.0,0.1,504e5dd142981a115bf22e95f407d12c57f04c11,2019-07-15 18:55:49,2019-07-15 18:55:49
204,2.05,1.2,1.54,0.33,869.1,32.7,61.0,0.1,f0506603da1107c33bd2b6933a03373de115ab79,2019-07-15 18:55:49,2019-07-15 18:55:49
205,1.96,1.2,1.44,0.33,864.1,25.4,70.0,0.1,2262d667ee7e08b778b8cc089adc972ca1037617,2019-07-15 18:55:49,2019-07-15 18:55:49
206,1.9,1.2,1.62,0.39,871.2,32.4,64.0,0.1,718ff24e82892246e0527b8fdcc6c6d186b06146,2019-07-15 18:55:49,2019-07-15 18:55:49
207,2.05,1.2,1.31,0.63,871.4,27.5,73.0,0.1,1428324d09a730ceb9766e7057e6f9a4137f3460,2019-07-15 18:55:49,2019-07-15 18:55:49
208,1.81,1.2,1.55,0.42,869.3,25.1,68.0,0.1,8b2c1d3ec83b2b26e3ee21fc955ead4a2026c78e,2019-07-15 18:55:49,2019-07-15 18:55:49
209,1.99,1.2,1.56,0.39,872.9,32.8,60.0,0.1,68bfd42a6dc7b2d267b979aa9df0f5131bf3ccf9,2019-07-15 18:55:49,2019-07-15 18:55:49
210,2.0,1.2,1.47,0.31,868.3,35.1,69.0,0.1,f72ce0419ed86f2b6f1ca6779a6a290ec044607a,2019-07-15 18:55:49,2019-07-15 18:55:49
211,2.05,1.2,1.59,0.44,867.6,31.5,62.0,0.1,d4e17e3b73f1e99a97786dda28a745d8ac88b4b8,2019-07-15 18:55:49,2019-07-15 18:55:49
212,1.98,1.2,1.5,0.39,871.9,27.4,60.0,0.1,f226c0c3a7c03c3d11dce0315e9a1f967b49b53f,2019-07-15 18:55:49,2019-07-15 18:55:49
213,2.07,1.2,1.43,0.42,870.0,38.0,60.0,0.1,67ff58c047d12857ba2b07a57ffacc81b348a653,2019-07-15 18:55:49,2019-07-15 18:55:49
214,1.95,1.2,1.42,0.38,870.8,31.5,65.0,0.1,24482c13416942b885931e24da11784d6a77985b,2019-07-15 18:55:49,2019-07-15 18:55:49
215,1.85,1.2,1.52,0.42,870.7,26.8,60.0,0.1,e0392692678e44493de01ced0d4aad75857cac70,2019-07-15 18:55:49,2019-07-15 18:55:49
216,1.97,1.2,1.54,0.36,873.2,30.4,67.0,0.1,fb0d67bd330be6038bfaa362c64dc2bdbb133ce9,2019-07-15 18:55:49,2019-07-15 18:55:49
217,1.93,1.2,1.55,0.39,872.5,28.9,64.0,0.1,1254c803a1611ff09baac64d5b486d527cb52a67,2019-07-15 18:55:49,2019-07-15 18:55:49
218,2.03,1.2,1.85,0.33,870.4,33.1,63.0,0.1,28a2268519da2ba408cbd9ce42274ceb8ab1d5d1,2019-07-15 18:55:49,2019-07-15 18:55:49
219,2.03,1.2,1.54,0.36,869.3,30.9,73.0,0.1,7a63c0cfb6a2346f8a307d2bac13fd96f05dae71,2019-07-15 18:55:49,2019-07-15 18:55:49
220,1.87,1.2,1.56,0.29,869.4,35.4,70.0,0.1,6dd26fb439e1a006d4daa9fd78d3f793330da18c,2019-07-15 18:55:49,2019-07-15 18:55:49
221,1.84,1.2,1.45,0.27,868.2,25.9,65.0,0.1,3605646dd4b83872e7dc9777dd0d381c5b8213de,2019-07-15 18:55:49,2019-07-15 18:55:49
222,2.03,1.2,1.65,0.22,870.7,31.0,73.0,0.1,5d8c3c77d4d60ec7bab0e166dc1e83fc9eb0ff2a,2019-07-15 18:55:49,2019-07-15 18:55:49
223,1.99,1.2,1.6,0.35,871.7,31.6,64.0,0.1,dcb4c69c65d449a9da7db7f18d25642314725702,2019-07-15 18:55:49,2019-07-15 18:55:49
224,1.98,1.2,1.48,0.47,871.1,35.6,61.0,0.1,98f0e089b6be1fd0573d12cae0cd1d57f043b04d,2019-07-15 18:55:49,2019-07-15 18:55:49
225,2.05,1.2,1.61,0.32,869.7,29.5,66.0,0.1,e0a934f208771d2fd6834fbd83bf48cedccaf17c,2019-07-15 18:55:49,2019-07-15 18:55:49
226,2.03,1.2,1.69,0.37,870.5,38.6,69.0,0.1,1b48ae52f71eada203ce6e1f31356be4bd1e47dc,2019-07-15 18:55:49,2019-07-15 18:55:49
227,2.0,1.2,1.32,0.38,868.9,31.8,67.0,0.1,f2a3015011a2db756f95f6667b49a08dc0e217ef,2019-07-15 18:55:49,2019-07-15 18:55:49
228,2.03,1.2,1.45,0.31,873.9,35.5,66.0,0.1,a0a75cf0a72be46374c8efe3df9c8cd1fe7e09e3,2019-07-15 18:55:49,2019-07-15 18:55:49
229,2.03,1.2,1.63,0.35,868.5,27.4,78.0,0.1,997cad8e31416eb724cbb859591f81451657e93d,2019-07-15 18:55:49,2019-07-15 18:55:49
230,1.9,1.2,1.49,0.53,870.7,24.9,69.0,0.1,b7c83def96d77f24de4a38305d8dba92d50a07b5,2019-07-15 18:55:49,2019-07-15 18:55:49
231,2.06,1.2,1.59,0.14,874.7,26.8,65.0,0.1,e20d9f09d7119eb53802ac67ea1b8e5d52d6f16a,2019-07-15 18:55:49,2019-07-15 18:55:49
232,1.91,1.2,1.65,0.28,869.3,28.5,62.0,0.1,f5f1c2ef92702785874f5650b66ca167c568d334,2019-07-15 18:55:49,2019-07-15 18:55:49
233,1.93,1.2,1.6,0.22,873.2,31.9,60.0,0.1,9a01dd9b324d9fb8b0d970c5e2707dc048ffd20f,2019-07-15 18:55:49,2019-07-15 18:55:49
234,1.93,1.2,1.59,0.39,871.5,31.4,48.0,0.1,8b4424ced09d32d9a25d874863af99a47aead31a,2019-07-15 18:55:49,2019-07-15 18:55:49
235,2.13,1.2,1.67,0.39,870.2,26.0,73.0,0.1,7dc6661c502cfbbd64a274e09a6cf0a71d3e1c48,2019-07-15 18:55:49,2019-07-15 18:55:49
236,2.04,1.2,1.63,0.45,871.4,29.0,66.0,0.1,8fd7ff3a272504abb6406c2e6c17cb1ac95ccd79,2019-07-15 18:55:49,2019-07-15 18:55:49
237,1.98,1.2,1.4,0.56,868.4,31.9,51.0,0.1,82a5d4680275b733a2fe813926d1d0360c97e6ed,2019-07-15 18:55:49,2019-07-15 18:55:49
238,2.1,1.2,1.57,0.34,870.4,29.1,76.0,0.1,3247e584d1aa675bf8984334e5bedded912724a5,2019-07-15 18:55:49,2019-07-15 18:55:49
239,2.0,1.2,1.46,0.63,872.6,24.0,65.0,0.1,755ae703ad4d5d85db9ecb3f25254eaba15121dd,2019-07-15 18:55:49,2019-07-15 18:55:49
240,1.88,1.2,1.64,0.3,872.1,30.6,71.0,0.1,446cd68d266ba176d38c716f9e779eb7b2e43efc,2019-07-15 18:55:49,2019-07-15 18:55:49
241,2.04,1.2,1.55,0.48,870.5,21.8,71.0,0.1,edd682b93f6841ec1aa47c0d95d021b30bd326c8,2019-07-15 18:55:49,2019-07-15 18:55:49
242,2.24,1.2,1.45,0.5,869.5,35.8,65.0,0.1,36ffbea4e3f5c56a31d2d5f1a1c12e7f89500cd6,2019-07-15 18:55:49,2019-07-15 18:55:49
243,1.91,1.2,1.53,0.49,869.5,29.9,61.0,0.1,f90d527cdd7a15a6aebe6a661dd3a5fe0d05d7f6,2019-07-15 18:55:49,2019-07-15 18:55:49
244,1.95,1.2,1.45,0.25,867.3,33.3,54.0,0.1,6bbea088c145948c30c659c89714926e84751944,2019-07-15 18:55:49,2019-07-15 18:55:49
245,1.94,1.2,1.5,0.42,869.1,30.4,67.0,0.1,9ae88e0363dd8da94fc66e4f7d8106b3f18ce074,2019-07-15 18:55:49,2019-07-15 18:55:49
246,1.95,1.2,1.51,0.47,872.1,32.3,72.0,0.1,2ce48f711b5c6d9b445b034e8a7b5ec7945038ee,2019-07-15 18:55:49,2019-07-15 18:55:49
247,1.97,1.2,1.61,0.58,873.6,28.4,60.0,0.1,895b76cd548d21a6c9d5174cd7577334e4049135,2019-07-15 18:55:49,2019-07-15 18:55:49
248,1.98,1.2,1.58,0.41,866.8,32.6,74.0,0.1,185446b342bbbb38a71909fff5d128720525a1ec,2019-07-15 18:55:49,2019-07-15 18:55:49
249,2.03,1.2,1.6,0.29,867.8,33.7,61.0,0.1,e4f1342b928db3c1b1eeb2360e3c944cd4992ee8,2019-07-15 18:55:49,2019-07-15 18:55:49
250,1.86,1.2,1.43,0.37,868.2,40.0,66.0,0.1,a5ab35b9f7d9766229adeece9493e95b10ec9c26,2019-07-15 18:55:49,2019-07-15 18:55:49
251,2.2,1.2,1.34,0.41,871.0,33.4,61.0,0.1,a7a3d44a6ec9db8c1b4f5bde2b215b4dafe731ef,2019-07-15 18:55:49,2019-07-15 18:55:49
252,1.94,1.2,1.53,0.32,868.8,28.2,73.0,0.1,35634e3f36f64d2589afca3552a6e273b6a55a80,2019-07-15 18:55:49,2019-07-15 18:55:49
253,2.27,1.2,1.6,0.54,869.4,24.6,66.0,0.1,2ada494ebf71d77f2ba4240f64110e7bba066d56,2019-07-15 18:55:49,2019-07-15 18:55:49
254,1.92,1.2,1.53,0.26,866.8,34.9,71.0,0.1,c7d784ca3c6ca8f3ecdea6802b3ee49f278dc066,2019-07-15 18:55:49,2019-07-15 18:55:49
255,1.94,1.2,1.64,0.64,869.1,26.5,72.0,0.1,a6c5cbabb8174f5e718a07d0ab13dddc7e67034a,2019-07-15 18:55:49,2019-07-15 18:55:49
256,1.98,1.2,1.71,0.46,868.9,28.9,67.0,0.1,0f7cbdd867d9101ab9a3ca84c8ac9288d44fd53b,2019-07-15 18:55:49,2019-07-15 18:55:49
257,2.0,1.2,1.36,0.37,870.2,37.2,72.0,0.1,e1351e0952ba63739b2b888a6a24ba85c2a67255,2019-07-15 18:55:49,2019-07-15 18:55:49
258,1.95,1.2,1.58,0.5,871.2,43.7,64.0,0.1,4734f220092bf133990dc8c86da7488262e4703b,2019-07-15 18:55:49,2019-07-15 18:55:49
259,1.98,1.2,1.7,0.61,870.9,32.8,66.0,0.1,25bf57317686a7f3863b0668fddca4034818c714,2019-07-15 18:55:49,2019-07-15 18:55:49
260,2.05,1.2,1.45,0.34,870.1,26.1,61.0,0.1,3ed867ce95550150bb1fb2617ec16053ba2f7495,2019-07-15 18:55:49,2019-07-15 18:55:49
261,1.94,1.2,1.62,0.38,870.4,30.2,60.0,0.1,fd2c68a773a7715d0b272679c36406eb5b1a4726,2019-07-15 18:55:49,2019-07-15 18:55:49
262,1.9,1.2,1.39,0.35,869.0,24.2,63.0,0.1,94e330a5f8eaa2cd99b3ffd61f69ee2b4b9984e9,2019-07-15 18:55:49,2019-07-15 18:55:49
263,2.01,1.2,1.44,0.22,868.6,28.6,68.0,0.1,f3e91abcc093a2b5ad2298da0bd6e1bd5a4cfce4,2019-07-15 18:55:49,2019-07-15 18:55:49
264,2.05,1.2,1.47,0.53,870.7,27.2,61.0,0.1,12713ebfa5f9d9361b84a3a30cbcd562d0743a4a,2019-07-15 18:55:49,2019-07-15 18:55:49
265,2.14,1.2,1.54,0.33,871.1,32.1,71.0,0.1,0d7f106843c65f70f808988b8dfecb88b36a7290,2019-07-15 18:55:49,2019-07-15 18:55:49
266,1.86,1.2,1.23,0.5,868.4,27.5,62.0,0.1,d6a40bf49f54b6772e4d00d89e45647e28e82114,2019-07-15 18:55:49,2019-07-15 18:55:49
267,2.02,1.2,1.5,0.36,871.1,35.4,66.0,0.1,f56c390c0094041fa4e608b720380fd598cbc094,2019-07-15 18:55:49,2019-07-15 18:55:49
268,1.87,1.2,1.28,0.43,871.4,34.4,66.0,0.1,600bc3f297f744e0a10c421eb5d38772227fe2db,2019-07-15 18:55:49,2019-07-15 18:55:49
269,1.92,1.2,1.58,0.52,869.6,32.8,63.0,0.1,5fde26a83769b1eb138854d72a312635bde2096f,2019-07-15 18:55:49,2019-07-15 18:55:49
270,1.95,1.2,1.42,0.47,871.4,24.6,76.0,0.1,ecabd2eceebc5acb25087f21b8421d0bd379f36a,2019-07-15 18:55:49,2019-07-15 18:55:49
271,1.93,1.2,1.39,0.47,868.0,31.6,59.0,0.1,145cb0e0895f4a104daab6304019bbf1a1977b36,2019-07-15 18:55:49,2019-07-15 18:55:49
272,2.11,1.2,1.67,0.51,873.2,26.7,70.0,0.1,1442c99da22f7bd49d95fd11e05a62da8a27b9f1,2019-07-15 18:55:49,2019-07-15 18:55:49
273,1.92,1.2,1.59,0.43,872.4,41.1,67.0,0.1,423b23b9ad2972976767a2fc1214ad934e128d3b,2019-07-15 18:55:49,2019-07-15 18:55:49
274,2.01,1.2,1.52,0.51,869.5,26.8,67.0,0.1,0fb55927467dd42ce1c9599acf3e9e76fe6d46d0,2019-07-15 18:55:49,2019-07-15 18:55:49
275,1.95,1.2,1.71,0.42,873.6,23.2,58.0,0.1,0d7d6a0bc94afd1ea4be4348128d3d0a13830292,2019-07-15 18:55:49,2019-07-15 18:55:49
276,1.94,1.2,1.44,0.31,868.6,33.4,70.0,0.1,acc94accb776d2bcc81dd693a24531f89338664b,2019-07-15 18:55:49,2019-07-15 18:55:49
277,2.01,1.2,1.43,0.59,871.2,29.2,70.0,0.1,6d9ba64818723b43de2ced9178d4b8b92142bd2f,2019-07-15 18:55:49,2019-07-15 18:55:49
278,2.09,1.2,1.52,0.29,872.2,31.7,63.0,0.1,27ea16579882d1d191c0462cfdf21311b47f3b5b,2019-07-15 18:55:49,2019-07-15 18:55:49
279,1.89,1.2,1.5,0.34,871.6,32.5,69.0,0.1,61715930b6ec5f7cb2f733aac540bd83d119ca36,2019-07-15 18:55:49,2019-07-15 18:55:49
280,1.97,1.2,1.47,0.2,871.1,36.7,75.0,0.1,7a673bbcf0e62324a9397290880438b9fab99856,2019-07-15 18:55:49,2019-07-15 18:55:49
281,2.15,1.2,1.63,0.32,872.4,35.4,68.0,0.1,009c84bbfe12a51d77b6b3588203f163df8ce742,2019-07-15 18:55:49,2019-07-15 18:55:49
282,1.91,1.2,1.37,0.5,868.8,32.0,68.0,0.1,ee898f3b08c14e0e8d0aa6dac46792194f51e206,2019-07-15 18:55:49,2019-07-15 18:55:49
283,2.04,1.2,1.54,0.47,867.1,25.9,58.0,0.1,5abef453ad77de79e6201613c27ad663746dd939,2019-07-15 18:55:49,2019-07-15 18:55:49
284,1.93,1.2,1.39,0.17,869.1,32.0,66.0,0.1,47c27c49b9ca8261952eca58c18de65c7e102d85,2019-07-15 18:55:49,2019-07-15 18:55:49
285,2.12,1.2,1.54,0.52,869.2,27.9,76.0,0.1,5c0c4eb658d703ce41183ac234a138eff8b8cce2,2019-07-15 18:55:49,2019-07-15 18:55:49
286,1.91,1.2,1.33,0.37,874.7,26.6,69.0,0.1,4f39daca99b47ada450016d39f0363a1a92c34e9,2019-07-15 18:55:49,2019-07-15 18:55:49
287,1.94,1.2,1.62,0.41,872.9,34.3,69.0,0.1,bae136321f0a88cae94145aeb2b43f95d01fc9bf,2019-07-15 18:55:49,2019-07-15 18:55:49
288,2.1,1.2,1.41,0.33,871.5,27.7,70.0,0.1,1d5ee93db89f12e4c808a273dc8d704a9cb01817,2019-07-15 18:55:49,2019-07-15 18:55:49
289,2.16,1.2,1.49,0.38,866.7,29.9,72.0,0.1,ed1fb510dec67baae7fd6661d41dc7d1894bffd0,2019-07-15 18:55:49,2019-07-15 18:55:49
290,1.93,1.2,1.52,0.39,873.1,35.4,71.0,0.1,813d1c6d1620b0c3191e9bfcadce3d82958fce75,2019-07-15 18:55:49,2019-07-15 18:55:49
291,1.94,1.2,1.41,0.57,866.7,24.9,58.0,0.1,33ef6df2d772dbee8e113294c9c4e804c50b1bfa,2019-07-15 18:55:49,2019-07-15 18:55:49
292,1.95,1.2,1.46,0.5,866.7,20.4,57.0,0.1,12040e676dca8913d159c5f1c86f50eacbca9a33,2019-07-15 18:55:49,2019-07-15 18:55:49
293,1.97,1.2,1.4,0.37,867.8,27.7,59.0,0.1,4f8e3d52545e1a9e3818b32c8bb2010348ee543e,2019-07-15 18:55:49,2019-07-15 18:55:49
294,2.0,1.2,1.6,0.37,867.2,25.0,67.0,0.1,5c6eab19b097be68f7db22b8e05fa6b77728b954,2019-07-15 18:55:49,2019-07-15 18:55:49
295,1.82,1.2,1.67,0.35,871.2,29.1,68.0,0.1,c50fbdb2da474e5b4a72031af588b639249165ea,2019-07-15 18:55:49,2019-07-15 18:55:49
296,1.86,1.2,1.51,0.37,871.1,36.4,59.0,0.1,7f1c6011bb9f249a3f22ba4e2d2d66f80b5bf31c,2019-07-15 18:55:49,2019-07-15 18:55:49
297,1.98,1.2,1.44,0.46,869.2,32.4,60.0,0.1,b2c2b1338ceccaa840b737703368d963d5c76094,2019-07-15 18:55:49,2019-07-15 18:55:49
298,2.04,1.2,1.38,0.42,871.0,31.9,68.0,0.1,9ceec4d3ce94e5720d035ff3728ac5607d80a294,2019-07-15 18:55:49,2019-07-15 18:55:49
299,2.22,1.2,1.35,0.4,868.5,27.0,67.0,0.1,3735bc2c8b5dbb7549c54dc249ee6e350873951c,2019-07-15 18:55:49,2019-07-15 18:55:49
300,1.88,1.2,1.66,0.47,868.0,23.1,64.0,0.1,7aa56b0e110b71ded3cbf6adb599aeeae2de0c6b,2019-07-15 18:55:49,2019-07-15 18:55:49
301,1.9,1.2,1.51,0.51,871.9,34.3,73.0,0.1,dd1e38aeb9fe5f0facc02e5c3e8fc88fc06d5371,2019-07-15 18:55:49,2019-07-15 18:55:49
302,2.09,1.2,1.53,0.41,871.4,33.2,65.0,0.1,2111486fa0f07b8bfeacc91f5316269bee1af23a,2019-07-15 18:55:49,2019-07-15 18:55:49
303,2.18,1.2,1.36,0.51,872.2,22.8,74.0,0.1,3ef227a2c67c404f41b9c757c17ae6e2e673b9fd,2019-07-15 18:55:49,2019-07-15 18:55:49
304,1.83,1.2,1.48,0.39,868.9,27.0,67.0,0.1,70242a78ce140b6783e1e6d097600e1fb8eaf4db,2019-07-15 18:55:49,2019-07-15 18:55:49
305,2.05,1.2,1.29,0.48,871.6,32.8,70.0,0.1,728f6e1dfa8edc210754991ad80957fa4168cfb8,2019-07-15 18:55:49,2019-07-15 18:55:49
306,2.06,1.2,1.48,0.26,873.3,32.5,59.0,0.1,27db651ce22a577a9ed8968a1f517e2c0ea4be1b,2019-07-15 18:55:49,2019-07-15 18:55:49
307,1.97,1.2,1.46,0.54,871.0,33.3,60.0,0.1,ece37853887598a694955c77440b02656bfaa208,2019-07-15 18:55:49,2019-07-15 18:55:49
308,1.95,1.2,1.34,0.38,871.7,23.3,61.0,0.1,68c7ab94b279416738ef42ac17d866244a4e4c48,2019-07-15 18:55:49,2019-07-15 18:55:49
309,1.93,1.2,1.34,0.42,872.0,26.6,68.0,0.1,0ca2676f5bdbfd0fcb9d0448b0b4968a790bdfdc,2019-07-15 18:55:49,2019-07-15 18:55:49
310,2.05,1.2,1.42,0.37,867.1,28.2,67.0,0.1,93644d1a9ecee11c06f4f3bbc6e81bad42142811,2019-07-15 18:55:49,2019-07-15 18:55:49
311,1.94,1.2,1.47,0.47,872.2,28.1,67.0,0.1,717361c849f9701c3b674b999d518675d3c84985,2019-07-15 18:55:49,2019-07-15 18:55:49
312,2.04,1.2,1.47,0.44,876.2,28.6,66.0,0.1,32654e92e658444cc71fad7b8304f6f833426a5f,2019-07-15 18:55:49,2019-07-15 18:55:49
313,1.91,1.2,1.52,0.37,871.1,28.2,72.0,0.1,ce228a93412424cf46fb310645de0f45e69f0104,2019-07-15 18:55:49,2019-07-15 18:55:49
314,2.01,1.2,1.41,0.38,866.8,34.1,75.0,0.1,8d63b6c803509de8c914477ab21c9e3e31efcf43,2019-07-15 18:55:49,2019-07-15 18:55:49
315,1.87,1.2,1.49,0.21,868.8,35.9,68.0,0.1,358a2bd02d09dbde8acf3de4d5c0354a6ade3df4,2019-07-15 18:55:49,2019-07-15 18:55:49
316,2.01,1.2,1.4,0.5,868.8,32.3,66.0,0.1,b9433462186a6a05fb03c8e123c5b6f4c718bc3a,2019-07-15 18:55:49,2019-07-15 18:55:49
317,1.89,1.2,1.52,0.31,866.5,27.2,69.0,0.1,fbf16fe215efd674d81525e53248a0bbd30b0ff8,2019-07-15 18:55:49,2019-07-15 18:55:49
318,1.95,1.2,1.52,0.22,867.9,32.3,67.0,0.1,21949bd77dbd2d4cf77914bcfc8595e8ef22e07f,2019-07-15 18:55:49,2019-07-15 18:55:49
