ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
1853,2.47,1.2,1.69,0.1,866.9,88.7,20.0,0.1,bb35b4766050046f952dc50fd33fa2ade3af41ec,2019-07-16 07:43:32,2019-07-16 07:43:32
1854,2.58,1.2,1.47,0.98,865.0,57.1,64.0,0.1,0cf7ced3503942ad7b1697d255f7f2269fb0bc44,2019-07-16 07:43:32,2019-07-16 07:43:32
1855,2.5,1.2,1.54,0.34,869.8,75.1,98.0,0.1,5a0ef58b4f2ea6216d9006a583cd00e66880083e,2019-07-16 07:43:32,2019-07-16 07:43:32
1856,2.46,1.2,1.28,0.03,868.7,60.0,82.0,0.1,7e61a26ed2162679901a4ca30ee01c29c60cc70c,2019-07-16 07:43:32,2019-07-16 07:43:32
1857,2.25,1.2,1.41,0.59,870.5,46.9,86.0,0.1,92520f2a38e1868c3b739a59581fe3b9198e5abf,2019-07-16 07:43:32,2019-07-16 07:43:32
1858,2.7,1.2,1.39,0.37,873.3,51.1,12.0,0.1,2f37b21064d3b6b709bc4312e22eef5dd2ea0e68,2019-07-16 07:43:32,2019-07-16 07:43:32
1859,1.92,1.2,1.38,0.45,871.3,74.3,5.0,0.1,44ee8bfbbadab99ef0e4f68103a2cf58c0f18b88,2019-07-16 07:43:32,2019-07-16 07:43:32
1860,2.08,1.2,1.75,0.74,866.7,30.0,94.0,0.1,b0eb00c364023943644cbd7d0b497d3c968a55bd,2019-07-16 07:43:32,2019-07-16 07:43:32
1861,2.02,1.2,1.66,0.75,874.6,65.5,114.0,0.1,6d08cbb04cbd7203839418c2c8da50583620eae8,2019-07-16 07:43:32,2019-07-16 07:43:32
1862,2.32,1.2,1.67,0.4,871.9,21.3,65.0,0.1,bbedecea93f3e56cefd94d1b3de9b80a11591276,2019-07-16 07:43:32,2019-07-16 07:43:32
1863,2.55,1.2,1.23,0.62,869.2,62.2,70.0,0.1,ba3277d57de58ccc0d3e3cde2cbf4d67c9a476da,2019-07-16 07:43:32,2019-07-16 07:43:32
1864,1.82,1.2,1.72,0.45,869.2,43.0,19.0,0.1,0e760565953f0266634e357424de3ed8852bab06,2019-07-16 07:43:32,2019-07-16 07:43:32
1865,2.01,1.2,1.34,0.45,864.0,85.5,36.0,0.1,5db23e8f363c0bf9310873c366475d95c7de78b7,2019-07-16 07:43:32,2019-07-16 07:43:32
1866,2.36,1.2,1.49,0.51,869.3,26.6,73.0,0.1,411de16f1dc6d59456e6879ce31c86249c9c7cab,2019-07-16 07:43:32,2019-07-16 07:43:32
1867,2.0,1.2,1.4,0.48,864.6,50.3,33.0,0.1,440c57f0375dda3921faa69a6229f2a53d887cc4,2019-07-16 07:43:32,2019-07-16 07:43:32
1868,2.22,1.2,1.89,0.79,861.8,54.6,85.0,0.1,88b74d1bf2e1cb30be9de74480b2dcf1c8ed3107,2019-07-16 07:43:32,2019-07-16 07:43:32
1869,2.11,1.2,1.48,0.48,864.7,44.6,73.0,0.1,d240abc30308ef7890eae86c2eb0031563f1259a,2019-07-16 07:43:32,2019-07-16 07:43:32
1870,2.27,1.2,1.3,0.65,870.8,59.2,65.0,0.1,3dd174e16b94914a9153146150e9dbb6175544f3,2019-07-16 07:43:32,2019-07-16 07:43:32
1871,2.75,1.2,1.14,0.27,867.1,50.8,80.0,0.1,189f73697e26bada1b754441a8b13194f573dee3,2019-07-16 07:43:32,2019-07-16 07:43:32
1872,2.72,1.2,1.74,0.43,871.8,48.2,69.0,0.1,3e64ee1abe089e394ba082cb53d47d78d06c538c,2019-07-16 07:43:32,2019-07-16 07:43:32
1873,2.41,1.2,1.92,0.39,864.3,43.8,63.0,0.1,2ed1fb015bc8ec80290e018da8b06df414ec18e9,2019-07-16 07:43:32,2019-07-16 07:43:32
1874,2.11,1.2,1.88,0.98,864.4,36.6,63.0,0.1,5623f1bc34f681ecbb783b51a4dbb4eadaafc665,2019-07-16 07:43:32,2019-07-16 07:43:32
1875,2.72,1.2,1.42,0.46,874.6,78.3,134.0,0.1,85ead31517706ee9c14018968ce92e03b7fe132a,2019-07-16 07:43:32,2019-07-16 07:43:32
1876,2.17,1.2,1.28,0.55,879.9,87.0,118.0,0.1,a1ed04acc5c4432e63e8f8b143e0d35e5ae2cf15,2019-07-16 07:43:32,2019-07-16 07:43:32
1877,2.42,1.2,1.55,0.6,858.7,76.3,19.0,0.1,43a1905b4ad94f8c52b05eb109c98c176d09160e,2019-07-16 07:43:32,2019-07-16 07:43:32
1878,2.32,1.2,1.98,0.72,877.7,46.5,96.0,0.1,b83d5bc82b67cf43aa7b4e037557763c300cc81c,2019-07-16 07:43:32,2019-07-16 07:43:32
1879,2.45,1.2,1.8,0.9,866.2,84.4,81.0,0.1,dd369148a29f111d35126a9f3481b8ae51eae87a,2019-07-16 07:43:32,2019-07-16 07:43:32
1880,2.5,1.2,1.56,0.4,869.0,65.6,80.0,0.1,d4f8d9effd8e5ce3c4da23cc3851340321592788,2019-07-16 07:43:32,2019-07-16 07:43:32
1881,2.35,1.2,1.14,0.36,870.7,77.7,68.0,0.1,3b41c697fbe82356bfa8f1e77df13355adfe54ef,2019-07-16 07:43:32,2019-07-16 07:43:32
1882,2.27,1.2,1.19,0.81,875.8,54.1,76.0,0.1,e18bd8bb9704c36f7686608cea7982840c5d4ebc,2019-07-16 07:43:32,2019-07-16 07:43:32
1883,2.58,1.2,1.8,0.14,875.6,64.8,40.0,0.1,4c9888c908ad10feeb16690ef2981f6c09b5aaf0,2019-07-16 07:43:32,2019-07-16 07:43:32
1884,2.03,1.2,1.39,0.31,870.2,106.8,61.0,0.1,15be1cc7b9f176c8ffdb0c05481bd748a8bef11c,2019-07-16 07:43:32,2019-07-16 07:43:32
1885,2.73,1.2,1.53,0.57,868.7,63.6,83.0,0.1,4e0cd90d085681633e0bc47fbd679ca827f04c4e,2019-07-16 07:43:32,2019-07-16 07:43:32
1886,2.25,1.2,1.95,0.15,866.3,43.5,48.0,0.1,02c15c26b4db6f97093a511c3024ae89fc77f62a,2019-07-16 07:43:32,2019-07-16 07:43:32
1887,1.96,1.2,1.37,0.45,867.6,62.1,79.0,0.1,bcc27b2050a59eeaa1e5652e923a9e498098f51c,2019-07-16 07:43:32,2019-07-16 07:43:32
1888,2.38,1.2,1.27,0.81,871.6,46.6,71.0,0.1,d414c1f1bfcf909c653f922e86275883d22d7a35,2019-07-16 07:43:32,2019-07-16 07:43:32
1889,2.11,1.2,1.4,0.8,863.1,59.5,62.0,0.1,8dfac755590784d962e99e523760df44bf530651,2019-07-16 07:43:32,2019-07-16 07:43:32
1890,2.39,1.2,1.92,0.56,871.6,63.6,130.0,0.1,a5b8cd3e84087c140502f3e1e940ff2583b09ecc,2019-07-16 07:43:32,2019-07-16 07:43:32
1891,2.08,1.2,1.71,0.98,867.4,52.7,125.0,0.1,075d81a7c266ec419f2ab82fe6827b5b7dda1e25,2019-07-16 07:43:32,2019-07-16 07:43:32
1892,2.03,1.2,1.2,0.15,867.4,62.2,60.0,0.1,1682ae8ea39a83a428658b04f5c4b7a8b88a4e3e,2019-07-16 07:43:32,2019-07-16 07:43:32
1893,1.98,1.2,1.24,0.27,861.7,48.6,68.0,0.1,bf231787a5c392cfe0e03d963acaf80b5cc1ef53,2019-07-16 07:43:32,2019-07-16 07:43:32
1894,2.26,1.2,1.16,0.09,874.0,24.2,73.0,0.1,2047506097e60905bc8fca169619f3a4a2255e85,2019-07-16 07:43:32,2019-07-16 07:43:32
1895,2.09,1.2,1.79,0.71,867.6,68.1,96.0,0.1,03baebde66c7fda52511690ecaf3f572ec35d508,2019-07-16 07:43:32,2019-07-16 07:43:32
1896,2.45,1.2,1.64,0.27,859.1,74.0,96.0,0.1,8f14103943b6d7eed4dd6fb413bdc23244f82571,2019-07-16 07:43:32,2019-07-16 07:43:32
1897,2.33,1.2,1.69,0.25,878.7,35.4,59.0,0.1,7a5efa02225ba97563c2a3c395832b0db1893d82,2019-07-16 07:43:32,2019-07-16 07:43:32
1898,2.19,1.2,1.91,0.21,863.0,34.2,83.0,0.1,43cb3f1a726b8b5efba41ee19a6fbd432391a746,2019-07-16 07:43:32,2019-07-16 07:43:32
1899,1.9,1.2,1.74,0.8,860.9,60.9,98.0,0.1,bd8bedb95c84335cf2f9ed812fbb1affdf429087,2019-07-16 07:43:32,2019-07-16 07:43:32
1900,2.63,1.2,1.63,0.83,872.0,48.0,71.0,0.1,d1c282e7e7a21489b34f0573225e5d6a68a8948c,2019-07-16 07:43:32,2019-07-16 07:43:32
1901,1.99,1.2,1.51,0.23,873.0,77.3,42.0,0.1,e2abf473dbaa24c1126ccf4e45d0ba05f29f43e5,2019-07-16 07:43:32,2019-07-16 07:43:32
1902,1.95,1.2,1.85,0.42,878.4,42.4,40.0,0.1,f34b636534da0c8ad9176072e8d7b65a70735595,2019-07-16 07:43:32,2019-07-16 07:43:32
1903,2.19,1.2,1.6,0.73,862.1,94.1,15.0,0.1,0ac25b652e6d19469a344ef0b12c2d7a7965d98c,2019-07-16 07:43:32,2019-07-16 07:43:32
1904,2.64,1.2,1.47,0.18,871.7,59.8,132.0,0.1,1340e8732dd1dd00b02e6fa92f13afce386147b7,2019-07-16 07:43:32,2019-07-16 07:43:32
1905,1.96,1.2,1.65,0.36,872.8,81.8,38.0,0.1,c4c77233e343991c365c3641fb91b9d43c5db179,2019-07-16 07:43:32,2019-07-16 07:43:32
1906,2.13,1.2,1.6,0.47,876.9,31.3,67.0,0.1,ec2d773303c5c3ef1a27f7d60a2fcf2556c65834,2019-07-16 07:43:32,2019-07-16 07:43:32
1907,2.24,1.2,1.44,0.38,862.7,46.1,81.0,0.1,c3acae65b4141e4ded3cb918e50349ac70dacc1e,2019-07-16 07:43:32,2019-07-16 07:43:32
1908,2.45,1.2,1.63,0.31,868.5,63.4,2.0,0.1,8ab8d0df602b1bc9ef367272693538efbf8b1ab8,2019-07-16 07:43:32,2019-07-16 07:43:32
1909,2.79,1.2,1.48,0.6,861.1,52.4,55.0,0.1,3504fc9f1b4af2f84d9ccc952ea6d0b3110d5ceb,2019-07-16 07:43:32,2019-07-16 07:43:32
1910,2.48,1.2,1.31,0.26,865.1,52.5,58.0,0.1,56fbc5b12c0bf81bfcf0c5b0f380d34da6ea148e,2019-07-16 07:43:32,2019-07-16 07:43:32
1911,2.41,1.2,1.36,0.42,871.9,42.1,72.0,0.1,364f1c7b45aba27ac3e4bb71842a7df14525a761,2019-07-16 07:43:32,2019-07-16 07:43:32
1912,2.42,1.2,1.41,0.68,864.6,50.9,78.0,0.1,46b3aa37c033f54e87ef238a473b1d7efcb1911c,2019-07-16 07:43:32,2019-07-16 07:43:32
1913,2.53,1.2,1.3,0.49,865.2,24.6,41.0,0.1,9a87f84a577df7b48d7d59a6c5b02ee26d61df05,2019-07-16 07:43:32,2019-07-16 07:43:32
1914,2.72,1.2,1.29,0.5,877.5,34.0,40.0,0.1,f80fb3e565f0acf4952b00b101066955cdfec4c0,2019-07-16 07:43:32,2019-07-16 07:43:32
1915,2.57,1.2,1.77,0.52,865.8,35.0,58.0,0.1,74a9474516d733d3d4a106a855281b433ca276ac,2019-07-16 07:43:32,2019-07-16 07:43:32
1916,2.05,1.2,1.62,0.15,870.4,57.7,32.0,0.1,916c38c0a312112427407fce4d771892416fa330,2019-07-16 07:43:32,2019-07-16 07:43:32
1917,1.94,1.2,1.97,0.71,872.3,44.6,42.0,0.1,455986f58f2bb3bae524421941be977a8734114b,2019-07-16 07:43:32,2019-07-16 07:43:32
1918,2.51,1.2,1.35,0.31,871.5,54.7,34.0,0.1,82189d5f3493cf7114607506ba1acdaafbfbdd08,2019-07-16 07:43:32,2019-07-16 07:43:32
1919,2.57,1.2,1.69,0.18,872.8,48.2,70.0,0.1,ed7d143c53d38711706811bb248f00719c19f140,2019-07-16 07:43:32,2019-07-16 07:43:32
1920,2.78,1.2,1.49,0.67,876.2,44.7,42.0,0.1,ed8c4beb3af1b5af85b9eb7fe7a9c181083f2f5b,2019-07-16 07:43:32,2019-07-16 07:43:32
1921,2.56,1.2,1.48,0.78,870.3,58.5,65.0,0.1,48879d9bdedd78c7536a37215f4b7be47ad5242c,2019-07-16 07:43:32,2019-07-16 07:43:32
1922,2.08,1.2,1.66,0.82,870.2,39.0,10.0,0.1,4f075a88d9d03dc9c6b73923dd52204a31e0bb82,2019-07-16 07:43:32,2019-07-16 07:43:32
1923,2.11,1.2,1.35,0.32,870.1,57.8,65.0,0.1,203d834dab2a914d2d50d50ad5c6c2fbef0ea6b9,2019-07-16 07:43:32,2019-07-16 07:43:32
1924,2.48,1.2,1.71,0.58,880.3,56.6,47.0,0.1,2d061ad87481d5760c5ff12e6b47a90c57d5179f,2019-07-16 07:43:32,2019-07-16 07:43:32
1925,2.28,1.2,1.68,0.8,866.5,30.7,103.0,0.1,3854300d4d5c00ecb775c5acf1e5d14ff71686e5,2019-07-16 07:43:32,2019-07-16 07:43:32
1926,2.23,1.2,1.74,0.37,872.5,80.8,40.0,0.1,16ae7209025b40b12d16e38ea9451312cd319ab3,2019-07-16 07:43:32,2019-07-16 07:43:32
1927,1.98,1.2,1.54,0.29,871.4,113.7,75.0,0.1,92eee96695f4b81fee9423b664265c1a16d45cdd,2019-07-16 07:43:32,2019-07-16 07:43:32
1928,2.03,1.2,1.72,0.77,861.3,44.6,166.0,0.1,90791123609ffb73229f034eeaa69abb6aa23aed,2019-07-16 07:43:32,2019-07-16 07:43:32
1929,2.0,1.2,1.74,0.59,875.6,59.1,54.0,0.1,2f5b4b3c5187659057b08fa00d5eccc8ff601387,2019-07-16 07:43:32,2019-07-16 07:43:32
1930,2.12,1.2,1.54,0.46,871.4,49.3,78.0,0.1,0a863f558b35c80acf960cab41d9eb0d1b57fa8a,2019-07-16 07:43:32,2019-07-16 07:43:32
1931,1.87,1.2,1.51,0.42,873.2,53.0,58.0,0.1,cdc39dd07ea9b4b0fbf48912e09a259f57661472,2019-07-16 07:43:32,2019-07-16 07:43:32
1932,2.27,1.2,1.46,0.71,873.7,66.6,57.0,0.1,e4b194459c56d41bab2500daf02041cc0851ab7d,2019-07-16 07:43:32,2019-07-16 07:43:32
1933,2.47,1.2,1.31,0.23,872.1,65.4,106.0,0.1,21e5d63d2e3b8f087ab93343a40e78209fb3f64c,2019-07-16 07:43:32,2019-07-16 07:43:32
1934,2.14,1.2,1.6,0.48,874.4,60.0,94.0,0.1,c560dc7886a97cf4b0de32774a1aca8d84f9099f,2019-07-16 07:43:32,2019-07-16 07:43:32
1935,1.95,1.2,1.51,0.75,867.9,56.5,53.0,0.1,ea46a9f35a5bde3c7082e87147fc2bd927c6b1bc,2019-07-16 07:43:32,2019-07-16 07:43:32
1936,2.23,1.2,1.33,0.41,876.6,34.0,58.0,0.1,eda5d05be0e2241dbbd83129dec71de2f34cd782,2019-07-16 07:43:32,2019-07-16 07:43:32
1937,1.81,1.2,1.79,0.57,863.5,81.9,4.0,0.1,30be5774fc2dde1d31ab87f6e6fcb777920cefcb,2019-07-16 07:43:32,2019-07-16 07:43:32
1938,2.18,1.2,1.29,0.16,866.8,53.5,40.0,0.1,0a86c35d9f3c8751c542e97eb2b7cb613d1de83b,2019-07-16 07:43:32,2019-07-16 07:43:32
1939,2.62,1.2,1.15,0.93,865.5,31.6,31.0,0.1,511b176e32d19a632f564a60925c92925d4bfe0a,2019-07-16 07:43:32,2019-07-16 07:43:32
1940,2.69,1.2,1.66,0.71,877.8,99.4,69.0,0.1,fd7c15774399bf7568ea773fdd9b00cc9180a12c,2019-07-16 07:43:32,2019-07-16 07:43:32
1941,2.15,1.2,1.81,0.34,865.3,86.3,65.0,0.1,ea050768bfb41c0f9799e80b8313c1d3ec344ac5,2019-07-16 07:43:32,2019-07-16 07:43:32
1942,2.35,1.2,1.34,0.4,871.3,57.1,43.0,0.1,b211d34bd7799a556f656266db2d8bc1fd2992c9,2019-07-16 07:43:32,2019-07-16 07:43:32
1943,2.27,1.2,1.62,0.89,871.2,30.1,55.0,0.1,af96e40fcec0aab6c3df9c8440b2b0ad23fdf12d,2019-07-16 07:43:32,2019-07-16 07:43:32
1944,1.86,1.2,1.76,0.22,869.1,52.0,81.0,0.1,086ef2e84b24765dd5733e0d7a90142b7a0c75ab,2019-07-16 07:43:32,2019-07-16 07:43:32
1945,2.62,1.2,1.55,0.74,872.2,67.7,72.0,0.1,73f77f9d8bf0e8ab2ce3d0a17e31b48596896392,2019-07-16 07:43:32,2019-07-16 07:43:32
1946,2.55,1.2,1.12,0.6,868.4,32.8,34.0,0.1,ef419cdc716b4bc78875f19f6ca40b79aea431f6,2019-07-16 07:43:32,2019-07-16 07:43:32
1947,2.12,1.2,1.38,0.6,883.7,41.7,38.0,0.1,3b2a1e9ac1bc341c72858706014366da4ffdf999,2019-07-16 07:43:32,2019-07-16 07:43:32
1948,2.32,1.2,1.63,0.6,875.3,44.2,104.0,0.1,501f32d646726237a280e290b10ff36d51686e6a,2019-07-16 07:43:32,2019-07-16 07:43:32
1949,2.08,1.2,1.09,0.85,869.2,26.0,105.0,0.1,a0fb67558050058c7f91f744472a459bef9bd63e,2019-07-16 07:43:32,2019-07-16 07:43:32
1950,2.0,1.2,1.71,0.29,879.8,47.7,126.0,0.1,a194b3cec40d57aeb4cfba5d656b3609be1c7953,2019-07-16 07:43:32,2019-07-16 07:43:32
1951,2.06,1.2,1.77,0.61,862.9,52.0,44.0,0.1,2781bee98da3ed423e351245fa44e29f0902e165,2019-07-16 07:43:32,2019-07-16 07:43:32
1952,2.38,1.2,1.1,0.7,869.3,104.0,78.0,0.1,56a661ca5233a4a89f621b7fefd9279e70ed00cb,2019-07-16 07:43:32,2019-07-16 07:43:32
1953,2.79,1.2,1.62,0.98,878.5,67.4,57.0,0.1,cd5d71e244f290de682e097996c086bc070dcff3,2019-07-16 07:43:32,2019-07-16 07:43:32
1954,2.38,1.2,1.84,0.5,877.1,54.0,62.0,0.1,bdb9a0024d395813f67d4fdc6bee0483544d59e7,2019-07-16 07:43:32,2019-07-16 07:43:32
1955,2.69,1.2,1.67,0.5,873.5,97.9,52.0,0.1,274f3cf82c3e9de6fa561b8a9c9753fe2cdad9eb,2019-07-16 07:43:32,2019-07-16 07:43:32
1956,2.5,1.2,1.85,0.74,869.5,79.0,98.0,0.1,121a0090c75879c9dc2f6800a6cf29383366948c,2019-07-16 07:43:32,2019-07-16 07:43:32
1957,2.1,1.2,1.48,0.73,870.5,52.0,85.0,0.1,54f592766fc8f8caf985c2ca69bdf8452c938ba1,2019-07-16 07:43:32,2019-07-16 07:43:32
1958,1.89,1.2,1.28,0.79,875.2,64.3,3.0,0.1,d8d424ece8199aaef41f85c6d8308af05e0b8d17,2019-07-16 07:43:32,2019-07-16 07:43:32
1959,2.18,1.2,1.89,0.55,868.0,23.0,65.0,0.1,d011c4486ed0bbca74507845e1e4a135ffcafb7b,2019-07-16 07:43:32,2019-07-16 07:43:32
1960,2.65,1.2,1.47,0.71,867.4,57.8,34.0,0.1,7a1d4ee19e9ad4c89e84189520125e76ffa0b9a3,2019-07-16 07:43:32,2019-07-16 07:43:32
1961,1.87,1.2,1.66,0.37,870.6,85.5,104.0,0.1,0756c56092ff8355674d0cf1dcbf1c7eeba8474d,2019-07-16 07:43:32,2019-07-16 07:43:32
1962,2.08,1.2,1.36,0.66,874.1,41.1,20.0,0.1,e51d92fe10e607d6bcd133530050e457439b963b,2019-07-16 07:43:32,2019-07-16 07:43:32
1963,2.17,1.2,1.4,0.6,873.3,29.2,99.0,0.1,e75e5c21c728bc31d0aeb4e24cd6a31c9ffbe2a8,2019-07-16 07:43:32,2019-07-16 07:43:32
1964,2.21,1.2,1.96,0.76,864.6,77.1,59.0,0.1,33012d22fe41a0f04cfcc26d8657dd1a8e29a204,2019-07-16 07:43:32,2019-07-16 07:43:32
1965,2.29,1.2,1.44,0.39,866.5,45.0,71.0,0.1,94ae1998f933d91d6d0112336f839f710d3fe67c,2019-07-16 07:43:32,2019-07-16 07:43:32
1966,1.96,1.2,1.87,0.47,871.8,28.0,49.0,0.1,d2a4d6f3a3da848f901cf052adcbeb1f72e1daf5,2019-07-16 07:43:32,2019-07-16 07:43:32
1967,2.46,1.2,1.65,0.29,858.6,68.2,129.0,0.1,c00123812d2d2fee2e4b2275a32fd11e76d0a10a,2019-07-16 07:43:32,2019-07-16 07:43:32
1968,2.6,1.2,1.72,0.34,869.2,46.3,11.0,0.1,655b2ce24313d2ca42cf631e215bd93eaadefa36,2019-07-16 07:43:32,2019-07-16 07:43:32
1969,2.66,1.2,1.88,0.28,869.7,86.1,57.0,0.1,6b476006f99ef976b9648c82c3f903249bafde22,2019-07-16 07:43:32,2019-07-16 07:43:32
1970,1.81,1.2,1.93,0.57,871.2,81.5,77.0,0.1,ad23a7886caa0929ae716ab2d0684f74df747eee,2019-07-16 07:43:32,2019-07-16 07:43:32
1971,2.35,1.2,1.71,0.33,864.3,67.2,31.0,0.1,113f820c8933e400a06a8f6f5e822595ecaa467b,2019-07-16 07:43:32,2019-07-16 07:43:32
1972,1.99,1.2,1.12,0.31,869.8,25.9,28.0,0.1,3ef4927a9743660b05c7451a9daffbb9b1459899,2019-07-16 07:43:32,2019-07-16 07:43:32
1973,2.58,1.2,1.51,0.8,865.3,32.2,34.0,0.1,55e140529a4674d58cd704262c037b8d2fa08c95,2019-07-16 07:43:32,2019-07-16 07:43:32
1974,2.53,1.2,1.15,0.59,860.4,54.9,98.0,0.1,b2e6b7353d261f1385023ba7af9d7799110df2a4,2019-07-16 07:43:32,2019-07-16 07:43:32
1975,1.88,1.2,1.43,0.46,873.3,56.1,52.0,0.1,a0fd91fb7466e1e43815085ae4d0724e99ca9ea7,2019-07-16 07:43:32,2019-07-16 07:43:32
1976,2.15,1.2,1.64,0.37,866.3,28.0,89.0,0.1,bf01c29a7123a30280b91749e92a015ae824072e,2019-07-16 07:43:32,2019-07-16 07:43:32
1977,1.82,1.2,1.68,0.71,878.4,42.2,94.0,0.1,becc89e28d3636649ff1aba9ca3de014c4dd8ead,2019-07-16 07:43:32,2019-07-16 07:43:32
1978,2.06,1.2,1.38,0.44,873.3,52.0,92.0,0.1,cd61bfde857cc771d1c2acc22428b07cc14fa86e,2019-07-16 07:43:32,2019-07-16 07:43:32
1979,2.19,1.2,1.42,0.52,859.8,49.3,73.0,0.1,abf29735b3cecc5823e28c564ff7086c1b3d5af4,2019-07-16 07:43:32,2019-07-16 07:43:32
1980,2.55,1.2,1.35,0.27,868.5,73.0,35.0,0.1,434c05bbb426a0875fa025b6e94327c1abadf043,2019-07-16 07:43:32,2019-07-16 07:43:32
1981,2.48,1.2,1.77,0.35,863.8,74.9,33.0,0.1,7af6069a830d84f56b279e51baf34d3545902719,2019-07-16 07:43:32,2019-07-16 07:43:32
1982,2.42,1.2,1.34,0.8,870.7,35.0,79.0,0.1,4b652afc093ca24f5dd423f764feb290b8f85f2e,2019-07-16 07:43:32,2019-07-16 07:43:32
1983,2.02,1.2,1.24,0.55,872.8,82.3,75.0,0.1,4d7349a236a9bf6b3a28b21ef92b70c9ee18f2c6,2019-07-16 07:43:32,2019-07-16 07:43:32
1984,2.32,1.2,1.34,0.83,876.0,64.7,48.0,0.1,8fa3a07029fa3289f8943a9e616e2b595049ecff,2019-07-16 07:43:32,2019-07-16 07:43:32
1985,2.44,1.2,1.75,0.3,873.0,44.1,22.0,0.1,d219dc90a754d7d22a984e3cd5f5e682eaacd004,2019-07-16 07:43:32,2019-07-16 07:43:32
1986,1.88,1.2,1.5,0.62,863.6,81.1,55.0,0.1,0892ac8eef997b0b8d7d54f88eb9b798bbcf1188,2019-07-16 07:43:32,2019-07-16 07:43:32
1987,2.42,1.2,1.43,0.66,879.7,54.4,38.0,0.1,91c9d3eafc57622a4fd76a093dbc7f638df5f868,2019-07-16 07:43:32,2019-07-16 07:43:32
1988,2.04,1.2,1.21,0.54,875.9,28.2,21.0,0.1,59b1b7c9f7ef5854620b37de3038a0ca9bb6accc,2019-07-16 07:43:32,2019-07-16 07:43:32
1989,1.91,1.2,1.75,0.94,865.0,65.0,34.0,0.1,d7eae563674e6254843ac1e5e300ca74d546fa98,2019-07-16 07:43:32,2019-07-16 07:43:32
1990,2.31,1.2,1.53,0.75,872.0,66.4,92.0,0.1,9876deff5cbe29fbb70bbad87e9baf8470d486c9,2019-07-16 07:43:32,2019-07-16 07:43:32
1991,2.63,1.2,1.92,0.14,866.3,59.4,80.0,0.1,04888109f9fff350166d2c72828a0d87f677d3bd,2019-07-16 07:43:32,2019-07-16 07:43:32
1992,2.24,1.2,1.72,0.33,874.0,77.7,53.0,0.1,af4939488708df12d6e037946aa37859551664bf,2019-07-16 07:43:32,2019-07-16 07:43:32
1993,2.31,1.2,1.15,0.66,875.0,35.2,65.0,0.1,07c8c024c845daf6d5e658bd203422fb409e3bf7,2019-07-16 07:43:32,2019-07-16 07:43:32
1994,1.97,1.2,1.94,0.52,874.1,60.8,65.0,0.1,bdaf445222988c0cfb4612491371721d4a52d0ab,2019-07-16 07:43:32,2019-07-16 07:43:32
1995,2.59,1.2,1.72,0.48,863.2,36.6,43.0,0.1,9a83d3447c33949345596fe94fb2ed681cc0d820,2019-07-16 07:43:32,2019-07-16 07:43:32
1996,2.39,1.2,1.37,0.3,869.7,62.0,7.0,0.1,875299964079663523e2a3cde45844c813749ecd,2019-07-16 07:43:32,2019-07-16 07:43:32
1997,2.74,1.2,1.84,0.12,864.5,26.1,59.0,0.1,23e8b19052c12a1ac1aca8b34ef80c5c3b1ccd73,2019-07-16 07:43:32,2019-07-16 07:43:32
1998,2.08,1.2,1.3,0.67,870.2,41.6,104.0,0.1,ddf5867c76265d0509f2643e74433820105f8eb8,2019-07-16 07:43:32,2019-07-16 07:43:32
1999,2.59,1.2,1.84,0.84,867.3,42.2,115.0,0.1,e81fea619f7b3d0c6a23f0f3ecac401864d5e415,2019-07-16 07:43:32,2019-07-16 07:43:32
2000,2.4,1.2,1.54,0.24,867.4,62.9,75.0,0.1,c0823f51b11dcbe42181982ac06c6e044abad659,2019-07-16 07:43:32,2019-07-16 07:43:32
2001,2.18,1.2,1.52,0.94,870.0,41.9,84.0,0.1,c7efcc5ee3e25e6738c5d8a67791036eda46054c,2019-07-16 07:43:32,2019-07-16 07:43:32
2002,2.31,1.2,1.58,0.15,871.6,80.2,19.0,0.1,2844464a558afe2e75f82e83c41e5ea3b08498f0,2019-07-16 07:43:32,2019-07-16 07:43:32
2003,2.09,1.2,1.17,0.21,875.5,56.6,49.0,0.1,123aba1936a9e93569efafd5cb06cc026bfb2f4e,2019-07-16 07:43:32,2019-07-16 07:43:32
2004,1.81,1.2,1.63,0.39,871.4,79.3,76.0,0.1,9b1b5ad2e47e09dfa5c832ec43cc5807f328e5c5,2019-07-16 07:43:32,2019-07-16 07:43:32
2005,2.25,1.2,1.39,0.41,871.6,33.7,49.0,0.1,7a58741e482be20ebeeb902809be25a145eaed88,2019-07-16 07:43:32,2019-07-16 07:43:32
2006,2.22,1.2,1.53,0.14,864.1,85.2,81.0,0.1,d55f45cb044bf83f4c66db3539efa6ce1bc84596,2019-07-16 07:43:32,2019-07-16 07:43:32
2007,2.08,1.2,1.78,0.45,870.4,46.0,61.0,0.1,60c564229df480771ac66420ca27c6069c955c87,2019-07-16 07:43:32,2019-07-16 07:43:32
2008,2.42,1.2,1.4,0.21,867.0,72.6,32.0,0.1,30f9be25bdadb941b0d1c0c163c33773ae78f943,2019-07-16 07:43:32,2019-07-16 07:43:32
2009,2.43,1.2,1.41,0.62,873.1,42.5,40.0,0.1,44ab4253c675d42a1bd57a6dc15499639c50e8dd,2019-07-16 07:43:32,2019-07-16 07:43:32
